dateid01,dateid,x,y,z
1900-01-01,1900-01-31 23:59:59.999,0,0,0
1900-02-01,1900-02-28 23:59:59.999,2.6444035480413488,-0.72337056375335344,2.538293249601604
1900-03-01,1900-03-31 23:59:59.999,3.439934006656978,2.142095776340008,2.2273746644854108
1900-04-01,1900-04-30 23:59:59.999,3.6157876303187984,4.4931117959290152,4.7675498721066664
1900-05-01,1900-05-31 23:59:59.999,4.7645646854403488,5.0885691607573664,4.0519687437931904
1900-06-01,1900-06-30 23:59:59.999,5.636362217209896,6.8153965985980776,4.7969270477431776
1900-07-01,1900-07-31 23:59:59.999,5.8725746379914856,6.954850190119192,3.6111177852580336
1900-08-01,1900-08-31 23:59:59.999,6.61578163484908,6.241970978385364,8.4487549015936128
1900-09-01,1900-09-30 23:59:59.999,6.3409769838226904,4.9967633367204872,10.04842464170703
1900-10-01,1900-10-31 23:59:59.999,5.8706811665854008,3.452950149311646,8.791644518890344
1900-11-01,1900-11-30 23:59:59.999,5.9056689254241984,4.6573398037648224,5.739813861961508
1900-12-01,1900-12-31 23:59:59.999,6.8925090589300248,2.357502828333866,4.5678326092288632
1901-01-01,1901-01-31 23:59:59.999,4.8716191557450232,3.0405307786163884,0.3439179607641698
1901-02-01,1901-02-28 23:59:59.999,0.6097805924589452,3.5090431358080552,2.969100982301046
1901-03-01,1901-03-31 23:59:59.999,3.59608806733223,2.661662646119372,2.2523744259282008
1901-04-01,1901-04-30 23:59:59.999,1.1316897578121078,5.7236233562404104,-1.696642929881856
1901-05-01,1901-05-31 23:59:59.999,2.5901073592850252,6.561769148966772,3.422013329462616
1901-06-01,1901-06-30 23:59:59.999,5.336580081960796,4.6447317216300128,4.902250563976048
1901-07-01,1901-07-31 23:59:59.999,5.389865176033592,5.1975416722464504,5.48075675869386
1901-08-01,1901-08-31 23:59:59.999,3.6158410007881008,4.9386725437412968,2.2560163234351268
1901-09-01,1901-09-30 23:59:59.999,5.5040689552821832,7.2995446488463792,0.4976587554066936
1901-10-01,1901-10-31 23:59:59.999,5.667776632599676,5.9734642046438328,5.8499674813082336
1901-11-01,1901-11-30 23:59:59.999,3.561310198807356,4.8709017258006624,4.848978049623608
1901-12-01,1901-12-31 23:59:59.999,-0.032822078970055296,5.0408591552596808,4.9026690361706832
1902-01-01,1902-01-31 23:59:59.999,1.565162727898269,7.2425544740639808,8.429090596351688
1902-02-01,1902-02-28 23:59:59.999,0.1091272073362171,6.9247333856693808,7.1579850282742408
1902-03-01,1902-03-31 23:59:59.999,-0.40973449851885768,10.42331592473281,10.85622519518812
1902-04-01,1902-04-30 23:59:59.999,-0.27282229360339484,9.3155924412600384,11.51023088781423
1902-05-01,1902-05-31 23:59:59.999,0.72843938589778896,7.241825379038352,9.2087667725588032
1902-06-01,1902-06-30 23:59:59.999,2.4380066677768588,6.8651094282200912,7.5447351456057984
1902-07-01,1902-07-31 23:59:59.999,1.187713616929747,6.654355222754296,10.95858482378631
1902-08-01,1902-08-31 23:59:59.999,-0.12759967989872762,3.2574868081140348,11.64558728943433
1902-09-01,1902-09-30 23:59:59.999,0.49111444999565576,3.8784120911847456,12.71243382135643
1902-10-01,1902-10-31 23:59:59.999,-1.527846916982923,4.5947708123930608,16.119735596449062
1902-11-01,1902-11-30 23:59:59.999,-0.45430429266692048,6.1314323130537792,17.263440935447662
1902-12-01,1902-12-31 23:59:59.999,-0.74317585220846704,4.3472863419894136,17.995708087000502
1903-01-01,1903-01-31 23:59:59.999,-0.0083220950069903264,1.974632193961018,20.59642584052936
1903-02-01,1903-02-28 23:59:59.999,2.33521888589863,3.5226403641648888,20.741105902738632
1903-03-01,1903-03-31 23:59:59.999,0.91791631665448656,3.158265627536248,21.206223110754908
1903-04-01,1903-04-30 23:59:59.999,3.3734032644150684,2.105798312139652,22.84427021942974
1903-05-01,1903-05-31 23:59:59.999,3.16646112854114,2.577751097062932,29.521487287385672
1903-06-01,1903-06-30 23:59:59.999,0.51268994790099584,2.466395273240916,26.81469358824566
1903-07-01,1903-07-31 23:59:59.999,-0.61338319606718648,7.7354757785131968,24.97726212235388
1903-08-01,1903-08-31 23:59:59.999,3.180823510656428,7.6588477908166624,22.971653862547552
1903-09-01,1903-09-30 23:59:59.999,4.8470790259500504,11.11561051339541,25.80701269229824
1903-10-01,1903-10-31 23:59:59.999,6.2383986882674056,8.6597123772158976,28.191407267760292
1903-11-01,1903-11-30 23:59:59.999,5.0308429486857104,9.1772794593986176,26.09059123720176
1903-12-01,1903-12-31 23:59:59.999,4.885859366379412,6.218226714415184,22.779351913937908
1904-01-01,1904-01-31 23:59:59.999,3.8989573325858208,7.3113794485547856,26.05257149693514
1904-02-01,1904-02-29 23:59:59.999,3.73822913997118,4.3126436387480696,31.50438182992786
1904-03-01,1904-03-31 23:59:59.999,3.6899492588084488,3.8795776487244376,30.796524200716672
1904-04-01,1904-04-30 23:59:59.999,3.6476471321684264,3.686390155623088,34.743697532151332
1904-05-01,1904-05-31 23:59:59.999,4.866466159404508,0.77262983559873792,37.842986256917104
1904-06-01,1904-06-30 23:59:59.999,4.139477052306936,1.284959466556483,41.038289893306208
1904-07-01,1904-07-31 23:59:59.999,2.560355012623558,1.300222004378162,44.424229222449104
1904-08-01,1904-08-31 23:59:59.999,1.86730724866746,3.264181589540982,44.668020072449424
1904-09-01,1904-09-30 23:59:59.999,1.970080958250028,4.6227898476601712,45.122668137859936
1904-10-01,1904-10-31 23:59:59.999,3.546147500643878,5.980286174767432,49.973265202620584
1904-11-01,1904-11-30 23:59:59.999,3.692047914596136,4.61451213411954,49.954744005174048
1904-12-01,1904-12-31 23:59:59.999,3.439524202504778,6.2972224625680184,48.219696960415984
1905-01-01,1905-01-31 23:59:59.999,2.3865347376496252,6.9369704260958808,49.452638660310368
1905-02-01,1905-02-28 23:59:59.999,2.991716570577056,7.72875916914276,49.5943007335546
1905-03-01,1905-03-31 23:59:59.999,6.5839680199396288,5.701077721662944,54.3754052397168
1905-04-01,1905-04-30 23:59:59.999,6.4650072717589112,4.2519967721818264,59.505782159287024
1905-05-01,1905-05-31 23:59:59.999,5.08622725480936,3.5558238583561752,55.253451993009528
1905-06-01,1905-06-30 23:59:59.999,3.7919592954220448,5.8223364446784856,54.978441474979544
1905-07-01,1905-07-31 23:59:59.999,2.9169699942631628,6.310137844472328,54.262926241368832
1905-08-01,1905-08-31 23:59:59.999,1.8853399577473008,6.0968499493878088,50.749091526914736
1905-09-01,1905-09-30 23:59:59.999,2.94428121667486,5.6920224467904296,50.691582060276064
1905-10-01,1905-10-31 23:59:59.999,5.4577443971482984,6.3441108787649512,50.022119039036096
1905-11-01,1905-11-30 23:59:59.999,8.07041102186468,6.4049814415195296,52.97892523081176
1905-12-01,1905-12-31 23:59:59.999,5.892950850585316,9.7677397979811104,50.783162094163456
1906-01-01,1906-01-31 23:59:59.999,5.260169294879136,10.5842542267568,50.351370356003936
1906-02-01,1906-02-28 23:59:59.999,4.1760637745555488,11.7051971805618,51.604125902842224
1906-03-01,1906-03-31 23:59:59.999,5.4253616665455784,11.97244389599968,56.426117601061424
1906-04-01,1906-04-30 23:59:59.999,4.8989097669570832,13.49338774197833,61.729460756840504
